,age,Gender,Educational Qualification ,income,Family type, Location,reside,Occupation,dependent,marital_status,Mother tongue,read_eWOMS, Save time,Detailed product information,Visual demonstrations in video reviews,Trust in reputable reviewers,Recommendations from like-minded individuals,Engaging with a community of reviewers,Availability of a wide range of information,Reviews are transparent and authentic,Assurance of customer satisfaction,Confirmation of product suitability for specific needs,Confidence in my knowledge about the product ,Lack of interest in others opinion,Confidence in my own decision making abilities,Prefer seek advice from experts,Review creates confusion,Difference in eWOM and product quality
517,19,Male,Post Graduation,0-20000,Joint,Urban,Bulding,Service,2,Single,Marathi,yes,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree
518,22,Male,Post Graduation,20000-80000,Joint,Urban,Bulding,Service,2,Single,Marathi,no,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree
519,21,Male,SSC,0-20000,Joint,Urban,Bulding,Student,3,Single,Marathi,yes,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree
520,23,Female,Post Graduation,20000-80000,Joint,Urban,Slum,Service,3,Single,Marathi,yes,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Agree
521,24,Male,Post Graduation,80000 and above,Nuclear,Urban,Slum,Service,4,Single,English,yes,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree
522,21,Male,HSC,20000-80000,Joint,Rural,Slum,Service,2,Single,Marathi,yes,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly disagree,Neutral,Agree,Disagree,Neutral
523,23,Female,Post Graduation,0-20000,Joint,Urban,Slum,Student,0,Single,Marathi,yes,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree
524,22,Female,HSC,80000 and above,Joint,Urban,Slum,Service,1,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Neutral,Neutral,Strongly agree,Strongly disagree,Neutral
525,23,Male,Post Graduation,20000-80000,Joint,Urban,Bulding,Student,2,Single,Hindi,no,Strongly agree,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree
526,21,Female,SSC,20000-80000,Nuclear,Urban,Slum,Service,3,Single,Marathi,no,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Neutral,Agree
527,23,Male,Graduation,0-20000,Joint,Rural,Tower,Service,5,Single,Marathi,yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
528,23,Male,Post Graduation,20000-80000,Joint,Rural,Slum,Student,1,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree
529,23,Male,Graduation,0-20000,Joint,Urban,Tower,Student,0,Single,Marathi,yes,Neutral,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Strongly agree,Neutral,Disagree,Neutral,Strongly agree,Neutral,Neutral
530,21,Female,HSC,20000-80000,Joint,Urban,Tower,Service,1,Single,Marathi,yes,Agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral
531,22,Female,Post Graduation,20000-80000,Joint,Urban,Slum,Service,2,Single,Marathi,yes,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral
532,23,Female,Graduation,80000 and above,Joint,Rural,Tower,Service,2,Single,Marathi,yes,Agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree
533,24,Female,Post Graduation,20000-80000,Joint,Urban,Tower,Student,3,Single,Marathi,yes,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree
534,23,Female,SSC,20000-80000,Joint,Urban,Tower,Service,2,Single,Marathi,no,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree
535,22,Male,Post Graduation,0-20000,Joint,Urban,Tower,Service,0,Single,Marathi,yes,Neutral,Strongly agree,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Agree
536,20,Female,Graduation,20000-80000,Joint,Rural,Slum,Service,1,Single,Marathi,yes,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Disagree,Neutral,Strongly disagree,Strongly disagree
537,25,Male,Graduation,80000 and above,Nuclear,Rural,Tower,Student,0,Single,Marathi,yes,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Strongly disagree,Strongly disagree
538,22,Female,Post Graduation,80000 and above,Joint,Urban,Tower,Service,3,Single,Marathi,yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
539,20,Male,Graduation,20000-80000,Joint,Rural,Tower,Student,0,Single,Marathi,yes,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree
540,26,Female,Post Graduation,20000-80000,Nuclear,Urban,Tower,Student,2,Single,Hindi,no,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral
541,22,Female,Post Graduation,80000 and above,Joint,Rural,Tower,Student,1,Single,Hindi,no,Agree,Disagree,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Disagree
542,23,Female,Post Graduation,20000-80000,Nuclear,Urban,Slum,Service,0,Single,Marathi,yes,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral
543,29,Female,HSC,20000-80000,Nuclear,Urban,Slum,Student,2,Single,Hindi,yes,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly disagree,Agree,Agree,Neutral,Disagree,Disagree,Strongly disagree
544,29,Female,Graduation,80000 and above,Nuclear,Urban,Tower,Service,0,Single,Marathi,yes,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree
545,26,Male,Post Graduation,20000-80000,Joint,Rural,Tower,Student,1,Single,Hindi,yes,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly agree,Neutral
546,22,Male,HSC,0-20000,Joint,Urban,Slum,Service,2,Single,Marathi,no,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree
547,22,Female,SSC,20000-80000,Joint,Urban,Slum,Service,1,Single,Marathi,no,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Agree
548,22,Female,Graduation,0-20000,Joint,Urban,Tower,Service,3,Single,Marathi,no,Strongly agree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Strongly agree,Neutral
549,24,Male,Graduation,20000-80000,Joint,Urban,Tower,Student,2,Single,Marathi,yes,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Strongly disagree
550,19,Female,Post Graduation,20000-80000,Joint,Urban,Tower,Service,3,Single,Marathi,yes,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Strongly agree,Disagree,Neutral
551,22,Male,Post Graduation,0-20000,Joint,Urban,Slum,Service,3,Single,English,yes,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree
552,23,Female,Graduation,80000 and above,Joint,Urban,Tower,Service,3,Single,Hindi,yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
553,24,Male,Graduation,20000-80000,Nuclear,Urban,Tower,Student,3,Single,Marathi,yes,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree
554,19,Female,Graduation,0-20000,Joint,Urban,Bulding,Service,2,Single,Marathi,no,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
555,21,Male,Graduation,20000-80000,Joint,Urban,Tower,Service,1,Single,Hindi,yes,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
556,27,Male,SSC,20000-80000,Joint,Rural,Slum,Student,2,Single,Marathi,yes,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree
557,24,Female,Graduation,0-20000,Nuclear,Urban,Slum,Service,1,Single,Hindi,yes,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral
558,22,Female,Graduation,80000 and above,Nuclear,Urban,Tower,Student,0,Single,Marathi,yes,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral
559,23,Male,Post Graduation,0-20000,Nuclear,Urban,Bunglaw,Student,0,Single,Others,no,Strongly agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Strongly agree,Neutral
560,24,Male,Post Graduation,20000-80000,Joint,Urban,Tower,Service,2,Single,Hindi,no,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree
561,24,Male,Post Graduation,80000 and above,Joint,Urban,Slum,Student,1,Single,Hindi,no,Strongly agree,Agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree
562,18,Male,Post Graduation,0-20000,Joint,Rural,Slum,Service,2,Single,Marathi,no,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree
563,23,Female,SSC,0-20000,Joint,Urban,Tower,Student,1,Single,Marathi,yes,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Neutral
564,22,Male,HSC,80000 and above,Nuclear,Rural,Tower,Service,2,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree
565,26,Female,Graduation,20000-80000,Nuclear,Urban,Bunglaw,Student,0,Single,Others,yes,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree
566,21,Male,Graduation,80000 and above,Joint,Rural,Tower,Student,0,Single,Hindi,yes,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree
567,26,Male,Post Graduation,20000-80000,Joint,Rural,Slum,Student,0,Single,Hindi,yes,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Neutral
568,23,Female,Post Graduation,20000-80000,Joint,Urban,Bunglaw,Service,1,Single,Marathi,yes,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Agree,Neutral,Neutral
569,22,Male,Post Graduation,80000 and above,Nuclear,Urban,Tower,Service,1,Single,Hindi,no,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree
570,23,Female,Post Graduation,20000-80000,Nuclear,Rural,Tower,Service,1,Single,Marathi,no,Agree,Disagree,Agree,Disagree,Neutral,Agree,Strongly agree,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Neutral,Neutral
571,24,Male,Graduation,20000-80000,Joint,Urban,Slum,Student,1,Single,Marathi,yes,Agree,Strongly agree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Neutral
572,24,Male,SSC,80000 and above,Joint,Urban,Tower,Service,1,Single,Marathi,no,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral
573,22,Male,Graduation,20000-80000,Nuclear,Urban,Slum,Service,4,Single,Marathi,no,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
574,19,Female,Graduation,20000-80000,Joint,Rural,Tower,Service,3,Single,Marathi,yes,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral
575,26,Female,Graduation,20000-80000,Nuclear,Urban,Slum,Student,2,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Strongly disagree
576,26,Male,SSC,20000-80000,Joint,Rural,Tower,Student,1,Single,Marathi,no,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neutral
577,28,Male,Graduation,80000 and above,Nuclear,Rural,Slum,Student,0,Single,Marathi,no,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree
578,24,Male,HSC,80000 and above,Nuclear,Rural,Slum,Student,0,Single,Hindi,yes,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Neutral
579,27,Female,HSC,80000 and above,Joint,Urban,Slum,Student,3,Single,Marathi,no,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
580,23,Male,Post Graduation,20000-80000,Joint,Urban,Tower,Service,2,Single,Hindi,no,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
581,36,Male,Post Graduation,80000 and above,Joint,Urban,Slum,Student,4,Single,Marathi,no,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
582,28,Female,Graduation,20000-80000,Joint,Urban,Slum,Student,3,Single,Hindi,no,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
583,26,Female,SSC,80000 and above,Joint,Urban,Bunglaw,Student,2,Single,Hindi,no,Strongly agree,Neutral,Neutral,Disagree,Agree,Strongly agree,Disagree,Disagree,Neutral,Disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral
584,28,Male,Graduation,20000-80000,Joint,Urban,Tower,Student,1,Single,Marathi,yes,Neutral,Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Strongly disagree,Strongly disagree
585,22,Female,Post Graduation,20000-80000,Nuclear,Rural,Slum,Service,1,Single,Others,yes,Neutral,Strongly agree,Strongly agree,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Disagree,Agree,Neutral,Agree,Strongly disagree,Strongly disagree
586,22,Male,SSC,0-20000,Joint,Urban,Slum,Service,2,Single,Marathi,yes,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Disagree,Neutral,Agree,Neutral,Strongly disagree,Strongly disagree
587,22,Male,Post Graduation,20000-80000,Joint,Rural,Bulding,Service,2,Single,Hindi,yes,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Strongly disagree
588,20,Female,Graduation,0-20000,Nuclear,Rural,Slum,Service,2,Single,Marathi,no,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Agree
589,22,Male,Post Graduation,0-20000,Joint,Urban,Tower,Service,0,Single,Marathi,no,Strongly agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree
590,21,Female,Post Graduation,0-20000,Nuclear,Urban,Bulding,Service,2,Single,Hindi,yes,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree
591,24,Male,HSC,20000-80000,Joint,Urban,Bulding,Student,4,Single,Marathi,yes,Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree
592,22,Male,HSC,20000-80000,Joint,Urban,Slum,Service,3,Single,Marathi,no,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Agree
593,25,Male,HSC,80000 and above,Joint,Urban,Bunglaw,Student,2,Single,Marathi,no,Strongly agree,Neutral,Agree,Strongly agree,Neutral,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Agree,Agree
594,24,Male,Graduation,80000 and above,Joint,Urban,Slum,Student,0,Single,Marathi,yes,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree
595,19,Female,Graduation,20000-80000,Joint,Rural,Bulding,Student,4,Single,Marathi,no,Strongly agree,Strongly disagree,Neutral,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree
596,24,Male,SSC,80000 and above,Nuclear,Urban,Tower,Student,0,Single,Marathi,no,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Strongly disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree
597,22,Male,Graduation,20000-80000,Joint,Rural,Bulding,Service,2,Single,Hindi,no,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree
598,21,Female,Graduation,0-20000,Nuclear,Rural,Tower,Service,3,Single,Marathi,yes,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral
599,20,Male,Graduation,0-20000,Joint,Rural,Bulding,Service,3,Single,Marathi,yes,Agree,Strongly agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Disagree,Neutral,Agree,Agree,Strongly disagree,Neutral
600,28,Male,Graduation,20000-80000,Joint,Urban,Bulding,Student,5,Single,Hindi,yes,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Disagree
601,27,Male,Graduation,20000-80000,Nuclear,Urban,Tower,Student,3,Single,Hindi,yes,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Disagree,Agree,Agree,Disagree,Neutral
602,20,Female,Graduation,0-20000,Joint,Urban,Bulding,Service,4,Single,Marathi,no,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree
603,23,Female,Post Graduation,20000-80000,Joint,Rural,Slum,Service,5,Single,Marathi,yes,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree
604,21,Female,HSC,0-20000,Nuclear,Rural,Slum,Service,3,Single,Marathi,yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
605,21,Female,HSC,20000-80000,Joint,Urban,Tower,Service,2,Single,Marathi,no,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Strongly agree,Disagree,Agree,Neutral,Disagree,Strongly disagree
606,22,Female,Post Graduation,20000-80000,Joint,Urban,Slum,Service,4,Single,Marathi,yes,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Agree,Disagree,Agree,Agree
607,22,Female,Post Graduation,20000-80000,Joint,Urban,Bulding,Service,2,Single,Marathi,yes,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Agree,Strongly agree,Neutral,Agree
608,22,Male,Post Graduation,0-20000,Joint,Urban,Bulding,Service,3,Single,Marathi,yes,Agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Strongly agree
609,20,Female,Graduation,20000-80000,Joint,Urban,Bulding,Service,4,Single,Marathi,yes,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
610,23,Male,Graduation,0-20000,Joint,Urban,Slum,Service,4,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
611,30,Male,HSC,80000 and above,Joint,Urban,Slum,Student,3,Single,Marathi,yes,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree
612,22,Female,Graduation,0-20000,Nuclear,Urban,Bulding,Student,3,Single,Marathi,no,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree
613,23,Male,Graduation,0-20000,Nuclear,Rural,Slum,Service,5,Single,Marathi,no,Agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly agree
614,20,Female,Graduation,20000-80000,Joint,Urban,Bulding,Service,3,Single,Hindi,yes,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Disagree,Strongly disagree
615,22,Female,Graduation,0-20000,Nuclear,Rural,Bulding,Service,4,Single,Marathi,no,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
616,24,Male,HSC,0-20000,Joint,Urban,Tower,Student,3,Single,Marathi,yes,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
617,22,Female,SSC,20000-80000,Joint,Urban,Tower,Student,0,Single,Marathi,yes,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral
618,27,Male,Graduation,0-20000,Nuclear,Urban,Slum,Student,3,Single,Hindi,yes,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral
619,27,Male,Post Graduation,20000-80000,Joint,Urban,Tower,Student,5,Single,Hindi,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
620,22,Male,Graduation,0-20000,Joint,Rural,Slum,Service,4,Single,Marathi,yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
621,22,Female,HSC,20000-80000,Joint,Rural,Bulding,Service,5,Single,Marathi,yes,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral
622,22,Female,SSC,20000-80000,Nuclear,Rural,Slum,Service,1,Single,Marathi,no,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree
